Province ID,District ID,Municipality ID,Municipality Name,Ward No,Area Name,Total Households,Total Population,Male Population,Female Population
1,1,1,Phaktanlung Gaunpalika,1,Ward - 1,299,1211,588,623
1,1,1,Phaktanlung Gaunpalika,2,Ward - 2,544,2417,1240,1177
1,1,1,Phaktanlung Gaunpalika,3,Ward - 3,527,2180,1145,1035
1,1,1,Phaktanlung Gaunpalika,4,Ward - 4,472,2020,1025,995
1,1,1,Phaktanlung Gaunpalika,5,Ward - 5,403,1629,844,785
1,1,1,Phaktanlung Gaunpalika,6,Ward - 6,522,2147,1152,995
1,1,1,Phaktanlung Gaunpalika,7,Ward - 7,65,187,94,93
1,1,2,Mikwakhola Gaunpalika,1,Ward - 1,356,1527,762,765
1,1,2,Mikwakhola Gaunpalika,2,Ward - 2,348,1506,728,778
1,1,2,Mikwakhola Gaunpalika,3,Ward - 3,334,1466,716,750
1,1,2,Mikwakhola Gaunpalika,4,Ward - 4,551,2354,1199,1155
1,1,2,Mikwakhola Gaunpalika,5,Ward - 5,256,1111,549,562
1,1,3,Meringden Gaunpalika,1,Ward - 1,467,1969,992,977
1,1,3,Meringden Gaunpalika,2,Ward - 2,533,2586,1275,1311
1,1,3,Meringden Gaunpalika,3,Ward - 3,339,1395,693,702
1,1,3,Meringden Gaunpalika,4,Ward - 4,330,1581,783,798
1,1,3,Meringden Gaunpalika,5,Ward - 5,599,2524,1215,1309
1,1,3,Meringden Gaunpalika,6,Ward - 6,394,1783,901,882
1,1,4,Maiwakhola Gaunpalika,1,Ward - 1,415,1881,914,967
1,1,4,Maiwakhola Gaunpalika,2,Ward - 2,344,1599,802,797
1,1,4,Maiwakhola Gaunpalika,3,Ward - 3,432,1802,907,895
1,1,4,Maiwakhola Gaunpalika,4,Ward - 4,339,1557,770,787
1,1,4,Maiwakhola Gaunpalika,5,Ward - 5,391,1863,974,889
1,1,4,Maiwakhola Gaunpalika,6,Ward - 6,328,1511,786,725
1,1,5,Aatharai Tribeni Gaunpalika,1,Ward - 1,455,2152,1023,1129
1,1,5,Aatharai Tribeni Gaunpalika,2,Ward - 2,701,2988,1482,1506
1,1,5,Aatharai Tribeni Gaunpalika,3,Ward - 3,814,3478,1755,1723
1,1,5,Aatharai Tribeni Gaunpalika,4,Ward - 4,461,1859,928,931
1,1,5,Aatharai Tribeni Gaunpalika,5,Ward - 5,423,1819,878,941
1,1,6,Phungling Municipality,1,Ward - 1,269,1213,597,616
1,1,6,Phungling Municipality,2,Ward - 2,956,3711,1796,1915
1,1,6,Phungling Municipality,3,Ward - 3,650,2782,1342,1440
1,1,6,Phungling Municipality,4,Ward - 4,1072,4103,2016,2087
1,1,6,Phungling Municipality,5,Ward - 5,542,2081,1005,1076
1,1,6,Phungling Municipality,6,Ward - 6,779,3071,1489,1582
1,1,6,Phungling Municipality,7,Ward - 7,459,1713,841,872
1,1,6,Phungling Municipality,8,Ward - 8,508,2377,1187,1190
1,1,6,Phungling Municipality,9,Ward - 9,812,3584,1794,1790
1,1,6,Phungling Municipality,10,Ward - 10,569,2453,1238,1215
1,1,6,Phungling Municipality,11,Ward - 11,282,1361,676,685
1,1,7,Pathivara Yangwarak Gaunpalika,1,Ward - 1,757,3256,1637,1619
1,1,7,Pathivara Yangwarak Gaunpalika,2,Ward - 2,705,3141,1539,1602
1,1,7,Pathivara Yangwarak Gaunpalika,3,Ward - 3,341,1546,757,789
1,1,7,Pathivara Yangwarak Gaunpalika,4,Ward - 4,291,1294,646,648
1,1,7,Pathivara Yangwarak Gaunpalika,5,Ward - 5,177,807,395,412
1,1,7,Pathivara Yangwarak Gaunpalika,6,Ward - 6,434,1762,884,878
1,1,8,Sirijanga Gaunpalika,1,Ward - 1,426,1776,876,900
1,1,8,Sirijanga Gaunpalika,2,Ward - 2,616,2725,1395,1330
1,1,8,Sirijanga Gaunpalika,3,Ward - 3,428,1816,925,891
1,1,8,Sirijanga Gaunpalika,4,Ward - 4,555,2318,1203,1115
1,1,8,Sirijanga Gaunpalika,5,Ward - 5,337,1566,800,766
1,1,8,Sirijanga Gaunpalika,6,Ward - 6,226,1022,513,509
1,1,8,Sirijanga Gaunpalika,7,Ward - 7,501,2181,1100,1081
1,1,8,Sirijanga Gaunpalika,8,Ward - 8,166,710,363,347
1,1,9,Sidingba Gaunpalika,1,Ward - 1,145,653,328,325
1,1,9,Sidingba Gaunpalika,2,Ward - 2,226,965,489,476
1,1,9,Sidingba Gaunpalika,3,Ward - 3,490,2231,1115,1116
1,1,9,Sidingba Gaunpalika,4,Ward - 4,453,1970,995,975
1,1,9,Sidingba Gaunpalika,5,Ward - 5,354,1545,782,763
1,1,9,Sidingba Gaunpalika,6,Ward - 6,451,2000,1004,996
1,1,9,Sidingba Gaunpalika,7,Ward - 7,357,1615,818,797
1,2,1,Bhotkhola Gaunpalika,1,Ward - 1,83,300,142,158
1,2,1,Bhotkhola Gaunpalika,2,Ward - 2,387,1375,671,704
1,2,1,Bhotkhola Gaunpalika,3,Ward - 3,349,1082,527,555
1,2,1,Bhotkhola Gaunpalika,4,Ward - 4,505,2017,1006,1011
1,2,1,Bhotkhola Gaunpalika,5,Ward - 5,360,1664,854,810
1,2,2,Makalu Gaunpalika,1,Ward - 1,211,651,350,301
1,2,2,Makalu Gaunpalika,2,Ward - 2,694,2759,1425,1334
1,2,2,Makalu Gaunpalika,3,Ward - 3,859,3348,1718,1630
1,2,2,Makalu Gaunpalika,4,Ward - 4,372,1477,767,710
1,2,2,Makalu Gaunpalika,5,Ward - 5,1062,4142,2108,2034
1,2,2,Makalu Gaunpalika,6,Ward - 6,278,1047,536,511
1,2,3,Silichong Gaunpalika,1,Ward - 1,600,2383,1223,1160
1,2,3,Silichong Gaunpalika,2,Ward - 2,566,2509,1253,1256
1,2,3,Silichong Gaunpalika,3,Ward - 3,610,2590,1318,1272
1,2,3,Silichong Gaunpalika,4,Ward - 4,441,1801,893,908
1,2,3,Silichong Gaunpalika,5,Ward - 5,273,1013,524,489
1,2,4,Chichila Gaunpalika,1,Ward - 1,325,1238,618,620
1,2,4,Chichila Gaunpalika,2,Ward - 2,406,1612,804,808
1,2,4,Chichila Gaunpalika,3,Ward - 3,260,1011,515,496
1,2,4,Chichila Gaunpalika,4,Ward - 4,328,1300,622,678
1,2,4,Chichila Gaunpalika,5,Ward - 5,345,1416,703,713
1,2,5,Sabhapokhari Gaunpalika,1,Ward - 1,640,2311,1116,1195
1,2,5,Sabhapokhari Gaunpalika,2,Ward - 2,465,1876,948,928
1,2,5,Sabhapokhari Gaunpalika,3,Ward - 3,447,1859,950,909
1,2,5,Sabhapokhari Gaunpalika,4,Ward - 4,208,821,410,411
1,2,5,Sabhapokhari Gaunpalika,5,Ward - 5,163,731,397,334
1,2,5,Sabhapokhari Gaunpalika,6,Ward - 6,584,2372,1157,1215
1,2,6,Khandabari Municipality,1,Ward - 1,1612,5675,2807,2868
1,2,6,Khandabari Municipality,2,Ward - 2,470,1810,861,949
1,2,6,Khandabari Municipality,3,Ward - 3,1037,4024,1949,2075
1,2,6,Khandabari Municipality,4,Ward - 4,868,3350,1635,1715
1,2,6,Khandabari Municipality,5,Ward - 5,372,1496,752,744
1,2,6,Khandabari Municipality,6,Ward - 6,545,2094,1033,1061
1,2,6,Khandabari Municipality,7,Ward - 7,1017,3851,1854,1997
1,2,6,Khandabari Municipality,8,Ward - 8,831,3349,1672,1677
1,2,6,Khandabari Municipality,9,Ward - 9,1370,5488,2662,2826
1,2,6,Khandabari Municipality,10,Ward - 10,720,2635,1271,1364
1,2,6,Khandabari Municipality,11,Ward - 11,467,1793,860,933
1,2,7,Panchakhapan Municipality,1,Ward - 1,492,1998,982,1016
1,2,7,Panchakhapan Municipality,2,Ward - 2,401,1547,761,786
1,2,7,Panchakhapan Municipality,3,Ward - 3,513,2113,1073,1040
1,2,7,Panchakhapan Municipality,4,Ward - 4,510,2080,1019,1061
1,2,7,Panchakhapan Municipality,5,Ward - 5,324,1244,608,636
1,2,7,Panchakhapan Municipality,6,Ward - 6,473,1957,981,976
1,2,7,Panchakhapan Municipality,7,Ward - 7,463,1852,874,978
1,2,7,Panchakhapan Municipality,8,Ward - 8,447,1949,951,998
1,2,7,Panchakhapan Municipality,9,Ward - 9,377,1608,780,828
1,2,8,Chainapur Municipality,1,Ward - 1,539,1995,980,1015
1,2,8,Chainapur Municipality,2,Ward - 2,536,2273,1129,1144
1,2,8,Chainapur Municipality,3,Ward - 3,713,2992,1478,1514
1,2,8,Chainapur Municipality,4,Ward - 4,527,2257,1127,1130
1,2,8,Chainapur Municipality,5,Ward - 5,382,1658,823,835
1,2,8,Chainapur Municipality,6,Ward - 6,960,3638,1767,1871
1,2,8,Chainapur Municipality,7,Ward - 7,694,2727,1342,1385
1,2,8,Chainapur Municipality,8,Ward - 8,360,1521,741,780
1,2,8,Chainapur Municipality,9,Ward - 9,588,2363,1124,1239
1,2,8,Chainapur Municipality,10,Ward - 10,690,2763,1320,1443
1,2,8,Chainapur Municipality,11,Ward - 11,659,2612,1294,1318
1,2,9,Madi Municipality,1,Ward - 1,332,1420,724,696
1,2,9,Madi Municipality,2,Ward - 2,215,918,447,471
1,2,9,Madi Municipality,3,Ward - 3,493,1896,914,982
1,2,9,Madi Municipality,4,Ward - 4,707,2728,1299,1429
1,2,9,Madi Municipality,5,Ward - 5,490,2048,1006,1042
1,2,9,Madi Municipality,6,Ward - 6,328,1303,634,669
1,2,9,Madi Municipality,7,Ward - 7,226,884,430,454
1,2,9,Madi Municipality,8,Ward - 8,224,885,443,442
1,2,9,Madi Municipality,9,Ward - 9,266,1191,591,600
1,2,10,Dharmadevi Municipality,1,Ward - 1,541,2147,1079,1068
1,2,10,Dharmadevi Municipality,2,Ward - 2,389,1486,728,758
1,2,10,Dharmadevi Municipality,3,Ward - 3,777,3020,1508,1512
1,2,10,Dharmadevi Municipality,4,Ward - 4,379,1534,755,779
1,2,10,Dharmadevi Municipality,5,Ward - 5,497,1980,965,1015
1,2,10,Dharmadevi Municipality,6,Ward - 6,398,1629,766,863
1,2,10,Dharmadevi Municipality,7,Ward - 7,308,1211,571,640
1,2,10,Dharmadevi Municipality,8,Ward - 8,354,1411,669,742
1,2,10,Dharmadevi Municipality,9,Ward - 9,416,1635,784,851
1,3,1,Khumbu Pasanglhamu Gaunpalika,1,Ward - 1,425,1557,797,760
1,3,1,Khumbu Pasanglhamu Gaunpalika,2,Ward - 2,555,2286,1147,1139
1,3,1,Khumbu Pasanglhamu Gaunpalika,3,Ward - 3,508,1610,820,790
1,3,1,Khumbu Pasanglhamu Gaunpalika,4,Ward - 4,583,2012,976,1036
1,3,1,Khumbu Pasanglhamu Gaunpalika,5,Ward - 5,418,1255,651,604
1,3,2,Mahakulung Gaunpalika,1,Ward - 1,766,3269,1639,1630
1,3,2,Mahakulung Gaunpalika,2,Ward - 2,462,1970,969,1001
1,3,2,Mahakulung Gaunpalika,3,Ward - 3,835,3277,1624,1653
1,3,2,Mahakulung Gaunpalika,4,Ward - 4,454,1808,894,914
1,3,2,Mahakulung Gaunpalika,5,Ward - 5,395,1523,744,779
1,3,3,Sotang Gaunpalika,1,Ward - 1,373,1490,769,721
1,3,3,Sotang Gaunpalika,2,Ward - 2,215,794,423,371
1,3,3,Sotang Gaunpalika,3,Ward - 3,469,1991,993,998
1,3,3,Sotang Gaunpalika,4,Ward - 4,510,1977,989,988
1,3,3,Sotang Gaunpalika,5,Ward - 5,729,2773,1370,1403
1,3,4,Mapya Dudhkoshi Gaunpalika,1,Ward - 1,394,1528,765,763
1,3,4,Mapya Dudhkoshi Gaunpalika,2,Ward - 2,365,1451,734,717
1,3,4,Mapya Dudhkoshi Gaunpalika,3,Ward - 3,413,1696,853,843
1,3,4,Mapya Dudhkoshi Gaunpalika,4,Ward - 4,376,1363,703,660
1,3,4,Mapya Dudhkoshi Gaunpalika,5,Ward - 5,528,2072,1046,1026
1,3,4,Mapya Dudhkoshi Gaunpalika,6,Ward - 6,556,2329,1178,1151
1,3,4,Mapya Dudhkoshi Gaunpalika,7,Ward - 7,508,2209,1096,1113
1,3,5,Thulung Dudhkoshi Gaunpalika,1,Ward - 1,637,2402,1169,1233
1,3,5,Thulung Dudhkoshi Gaunpalika,2,Ward - 2,431,1750,863,887
1,3,5,Thulung Dudhkoshi Gaunpalika,3,Ward - 3,351,1456,731,725
1,3,5,Thulung Dudhkoshi Gaunpalika,4,Ward - 4,342,1316,640,676
1,3,5,Thulung Dudhkoshi Gaunpalika,5,Ward - 5,501,1921,953,968
1,3,5,Thulung Dudhkoshi Gaunpalika,6,Ward - 6,576,2244,1127,1117
1,3,5,Thulung Dudhkoshi Gaunpalika,7,Ward - 7,480,2003,1003,1000
1,3,5,Thulung Dudhkoshi Gaunpalika,8,Ward - 8,494,1976,1014,962
1,3,5,Thulung Dudhkoshi Gaunpalika,9,Ward - 9,812,3286,1658,1628
1,3,6,Necha Salyan Gaunpalika,1,Ward - 1,628,2668,1279,1389
1,3,6,Necha Salyan Gaunpalika,2,Ward - 2,513,2091,1045,1046
1,3,6,Necha Salyan Gaunpalika,3,Ward - 3,745,2948,1455,1493
1,3,6,Necha Salyan Gaunpalika,4,Ward - 4,424,1651,811,840
1,3,6,Necha Salyan Gaunpalika,5,Ward - 5,473,2023,1007,1016
1,3,7,Solu Dhudhakunda Municipality,1,Ward - 1,508,1888,962,926
1,3,7,Solu Dhudhakunda Municipality,2,Ward - 2,373,1631,871,760
1,3,7,Solu Dhudhakunda Municipality,3,Ward - 3,281,1016,488,528
1,3,7,Solu Dhudhakunda Municipality,4,Ward - 4,464,1824,896,928
1,3,7,Solu Dhudhakunda Municipality,5,Ward - 5,1105,4113,1985,2128
1,3,7,Solu Dhudhakunda Municipality,6,Ward - 6,608,2313,1180,1133
1,3,7,Solu Dhudhakunda Municipality,7,Ward - 7,628,2363,1153,1210
1,3,7,Solu Dhudhakunda Municipality,8,Ward - 8,957,3580,1751,1829
1,3,7,Solu Dhudhakunda Municipality,9,Ward - 9,310,1129,561,568
1,3,7,Solu Dhudhakunda Municipality,10,Ward - 10,538,1937,940,997
1,3,7,Solu Dhudhakunda Municipality,11,Ward - 11,972,3884,1885,1999
1,3,8,Likhu Pike Gaunpalika,1,Ward - 1,162,601,305,296
1,3,8,Likhu Pike Gaunpalika,2,Ward - 2,318,1263,631,632
1,3,8,Likhu Pike Gaunpalika,3,Ward - 3,242,1179,576,603
1,3,8,Likhu Pike Gaunpalika,4,Ward - 4,229,966,499,467
1,3,8,Likhu Pike Gaunpalika,5,Ward - 5,300,1325,662,663
1,4,1,Chishankhu Gadhi Gaunpalika,1,Ward - 1,382,1564,764,800
1,4,1,Chishankhu Gadhi Gaunpalika,2,Ward - 2,312,1207,570,637
1,4,1,Chishankhu Gadhi Gaunpalika,3,Ward - 3,486,2033,1011,1022
1,4,1,Chishankhu Gadhi Gaunpalika,4,Ward - 4,376,1779,905,874
1,4,1,Chishankhu Gadhi Gaunpalika,5,Ward - 5,393,1654,823,831
1,4,1,Chishankhu Gadhi Gaunpalika,6,Ward - 6,635,2759,1299,1460
1,4,1,Chishankhu Gadhi Gaunpalika,7,Ward - 7,333,1373,689,684
1,4,1,Chishankhu Gadhi Gaunpalika,8,Ward - 8,388,1475,723,752
1,4,2,Siddhicharan Municipality,1,Ward - 1,443,1889,931,958
1,4,2,Siddhicharan Municipality,2,Ward - 2,751,2766,1315,1451
1,4,2,Siddhicharan Municipality,3,Ward - 3,615,2203,1066,1137
1,4,2,Siddhicharan Municipality,4,Ward - 4,751,2682,1252,1430
1,4,2,Siddhicharan Municipality,5,Ward - 5,734,2918,1397,1521
1,4,2,Siddhicharan Municipality,6,Ward - 6,462,2022,987,1035
1,4,2,Siddhicharan Municipality,7,Ward - 7,577,2285,1157,1128
1,4,2,Siddhicharan Municipality,8,Ward - 8,423,1571,717,854
1,4,2,Siddhicharan Municipality,9,Ward - 9,564,1982,921,1061
1,4,2,Siddhicharan Municipality,10,Ward - 10,472,1814,830,984
1,4,2,Siddhicharan Municipality,11,Ward - 11,838,3341,1623,1718
1,4,2,Siddhicharan Municipality,12,Ward - 12,496,1878,901,977
1,4,3,Molung Gaunpalika,1,Ward - 1,584,2224,1055,1169
1,4,3,Molung Gaunpalika,2,Ward - 2,882,3327,1601,1726
1,4,3,Molung Gaunpalika,3,Ward - 3,299,1206,589,617
1,4,3,Molung Gaunpalika,4,Ward - 4,484,1899,892,1007
1,4,3,Molung Gaunpalika,5,Ward - 5,347,1441,699,742
1,4,3,Molung Gaunpalika,6,Ward - 6,527,2325,1166,1159
1,4,3,Molung Gaunpalika,7,Ward - 7,455,2031,1039,992
1,4,3,Molung Gaunpalika,8,Ward - 8,491,1987,986,1001
1,4,4,Khiji Demba Gaunpalika,1,Ward - 1,438,1945,974,971
1,4,4,Khiji Demba Gaunpalika,2,Ward - 2,353,1428,703,725
1,4,4,Khiji Demba Gaunpalika,3,Ward - 3,287,1515,745,770
1,4,4,Khiji Demba Gaunpalika,4,Ward - 4,373,1556,771,785
1,4,4,Khiji Demba Gaunpalika,5,Ward - 5,440,1782,878,904
1,4,4,Khiji Demba Gaunpalika,6,Ward - 6,488,2278,1168,1110
1,4,4,Khiji Demba Gaunpalika,7,Ward - 7,360,1512,791,721
1,4,4,Khiji Demba Gaunpalika,8,Ward - 8,343,1390,707,683
1,4,4,Khiji Demba Gaunpalika,9,Ward - 9,356,2153,1094,1059
1,4,5,Likhu Gaunpalika,1,Ward - 1,191,679,336,343
1,4,5,Likhu Gaunpalika,2,Ward - 2,296,1073,523,550
1,4,5,Likhu Gaunpalika,3,Ward - 3,359,1272,602,670
1,4,5,Likhu Gaunpalika,4,Ward - 4,294,1066,489,577
1,4,5,Likhu Gaunpalika,5,Ward - 5,351,1483,755,728
1,4,5,Likhu Gaunpalika,6,Ward - 6,265,1112,549,563
1,4,5,Likhu Gaunpalika,7,Ward - 7,327,1274,596,678
1,4,5,Likhu Gaunpalika,8,Ward - 8,457,1742,857,885
1,4,5,Likhu Gaunpalika,9,Ward - 9,621,2403,1211,1192
1,4,6,Champadevi Gaunpalika,1,Ward - 1,554,2163,989,1174
1,4,6,Champadevi Gaunpalika,2,Ward - 2,540,2445,1145,1300
1,4,6,Champadevi Gaunpalika,3,Ward - 3,383,1509,747,762
1,4,6,Champadevi Gaunpalika,4,Ward - 4,429,1746,880,866
1,4,6,Champadevi Gaunpalika,5,Ward - 5,338,1410,683,727
1,4,6,Champadevi Gaunpalika,6,Ward - 6,537,2018,961,1057
1,4,6,Champadevi Gaunpalika,7,Ward - 7,321,1246,619,627
1,4,6,Champadevi Gaunpalika,8,Ward - 8,272,1151,566,585
1,4,6,Champadevi Gaunpalika,9,Ward - 9,269,1092,535,557
1,4,6,Champadevi Gaunpalika,10,Ward - 10,391,1531,733,798
1,4,7,Sunkoshi Gaunpalika,1,Ward - 1,484,2145,1051,1094
1,4,7,Sunkoshi Gaunpalika,2,Ward - 2,433,1773,878,895
1,4,7,Sunkoshi Gaunpalika,3,Ward - 3,445,1922,925,997
1,4,7,Sunkoshi Gaunpalika,4,Ward - 4,452,2276,1139,1137
1,4,7,Sunkoshi Gaunpalika,5,Ward - 5,489,1713,853,860
1,4,7,Sunkoshi Gaunpalika,6,Ward - 6,403,1719,807,912
1,4,7,Sunkoshi Gaunpalika,7,Ward - 7,353,1338,634,704
1,4,7,Sunkoshi Gaunpalika,8,Ward - 8,307,1135,551,584
1,4,7,Sunkoshi Gaunpalika,9,Ward - 9,506,1870,911,959
1,4,7,Sunkoshi Gaunpalika,10,Ward - 10,496,1892,924,968
1,4,8,Manebhanjyang Gaunpalika,1,Ward - 1,413,1640,782,858
1,4,8,Manebhanjyang Gaunpalika,2,Ward - 2,548,2034,948,1086
1,4,8,Manebhanjyang Gaunpalika,3,Ward - 3,734,2649,1239,1410
1,4,8,Manebhanjyang Gaunpalika,4,Ward - 4,727,2819,1385,1434
1,4,8,Manebhanjyang Gaunpalika,5,Ward - 5,685,3012,1469,1543
1,4,8,Manebhanjyang Gaunpalika,6,Ward - 6,570,2714,1321,1393
1,4,8,Manebhanjyang Gaunpalika,7,Ward - 7,364,1690,846,844
1,4,8,Manebhanjyang Gaunpalika,8,Ward - 8,253,1019,466,553
1,4,8,Manebhanjyang Gaunpalika,9,Ward - 9,491,2020,924,1096
1,5,1,Kepilasgadhi Gaunpalika,1,Ward - 1,656,2767,1323,1444
1,5,1,Kepilasgadhi Gaunpalika,2,Ward - 2,399,1526,789,737
1,5,1,Kepilasgadhi Gaunpalika,3,Ward - 3,310,1212,593,619
1,5,1,Kepilasgadhi Gaunpalika,4,Ward - 4,813,3083,1532,1551
1,5,1,Kepilasgadhi Gaunpalika,5,Ward - 5,414,1716,821,895
1,5,1,Kepilasgadhi Gaunpalika,6,Ward - 6,188,806,420,386
1,5,1,Kepilasgadhi Gaunpalika,7,Ward - 7,538,2121,1057,1064
1,5,2,Aiselukharka Gaunpalika,1,Ward - 1,481,1986,982,1004
1,5,2,Aiselukharka Gaunpalika,2,Ward - 2,597,2315,1153,1162
1,5,2,Aiselukharka Gaunpalika,3,Ward - 3,710,2849,1404,1445
1,5,2,Aiselukharka Gaunpalika,4,Ward - 4,477,1792,872,920
1,5,2,Aiselukharka Gaunpalika,5,Ward - 5,475,1995,983,1012
1,5,2,Aiselukharka Gaunpalika,6,Ward - 6,264,1042,542,500
1,5,2,Aiselukharka Gaunpalika,7,Ward - 7,351,1238,620,618
1,5,3,Rawa Besi Gaunpalika,1,Ward - 1,457,1838,899,939
1,5,3,Rawa Besi Gaunpalika,2,Ward - 2,413,1695,854,841
1,5,3,Rawa Besi Gaunpalika,3,Ward - 3,538,2344,1120,1224
1,5,3,Rawa Besi Gaunpalika,4,Ward - 4,525,2096,993,1103
1,5,3,Rawa Besi Gaunpalika,5,Ward - 5,300,1248,584,664
1,5,3,Rawa Besi Gaunpalika,6,Ward - 6,482,1978,938,1040
1,5,4,Halesi Tuwachung Municipality,1,Ward - 1,563,2665,1362,1303
1,5,4,Halesi Tuwachung Municipality,2,Ward - 2,463,2910,1480,1430
1,5,4,Halesi Tuwachung Municipality,3,Ward - 3,579,2958,1478,1480
1,5,4,Halesi Tuwachung Municipality,4,Ward - 4,329,1299,650,649
1,5,4,Halesi Tuwachung Municipality,5,Ward - 5,767,3369,1632,1737
1,5,4,Halesi Tuwachung Municipality,6,Ward - 6,444,1974,955,1019
1,5,4,Halesi Tuwachung Municipality,7,Ward - 7,771,3092,1529,1563
1,5,4,Halesi Tuwachung Municipality,8,Ward - 8,519,2150,1036,1114
1,5,4,Halesi Tuwachung Municipality,9,Ward - 9,308,1195,580,615
1,5,4,Halesi Tuwachung Municipality,10,Ward - 10,672,2783,1336,1447
1,5,4,Halesi Tuwachung Municipality,11,Ward - 11,620,2683,1320,1363
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,1,Ward - 1,1822,6482,3158,3324
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,2,Ward - 2,924,3520,1711,1809
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,3,Ward - 3,725,2823,1333,1490
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,4,Ward - 4,630,2713,1321,1392
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,5,Ward - 5,595,2538,1205,1333
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,6,Ward - 6,644,2604,1277,1327
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,7,Ward - 7,603,2561,1258,1303
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,8,Ward - 8,471,2027,988,1039
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,9,Ward - 9,439,1772,873,899
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,10,Ward - 10,776,3382,1617,1765
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,11,Ward - 11,727,3034,1502,1532
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,12,Ward - 12,596,2399,1146,1253
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,13,Ward - 13,351,1401,685,716
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,14,Ward - 14,942,3802,1855,1947
1,5,5,Diktel Rupakot Majhuwagadhi Municipality,15,Ward - 15,522,1950,894,1056
1,5,6,Sakela Gaunpalika,1,Ward - 1,567,2599,1316,1283
1,5,6,Sakela Gaunpalika,2,Ward - 2,514,1968,960,1008
1,5,6,Sakela Gaunpalika,3,Ward - 3,403,1762,864,898
1,5,6,Sakela Gaunpalika,4,Ward - 4,441,1850,951,899
1,5,6,Sakela Gaunpalika,5,Ward - 5,374,1444,734,710
1,5,7,Diprung Chuichumma Gaunpalika,1,Ward - 1,551,2367,1150,1217
1,5,7,Diprung Chuichumma Gaunpalika,2,Ward - 2,522,2154,1028,1126
1,5,7,Diprung Chuichumma Gaunpalika,3,Ward - 3,462,1895,950,945
1,5,7,Diprung Chuichumma Gaunpalika,4,Ward - 4,679,3126,1563,1563
1,5,7,Diprung Chuichumma Gaunpalika,5,Ward - 5,532,2368,1143,1225
1,5,7,Diprung Chuichumma Gaunpalika,6,Ward - 6,374,1554,801,753
1,5,7,Diprung Chuichumma Gaunpalika,7,Ward - 7,681,2841,1408,1433
1,5,8,Khotehang Gaunpalika,1,Ward - 1,396,1610,801,809
1,5,8,Khotehang Gaunpalika,2,Ward - 2,430,1782,878,904
1,5,8,Khotehang Gaunpalika,3,Ward - 3,493,1988,972,1016
1,5,8,Khotehang Gaunpalika,4,Ward - 4,446,1811,886,925
1,5,8,Khotehang Gaunpalika,5,Ward - 5,213,958,491,467
1,5,8,Khotehang Gaunpalika,6,Ward - 6,496,2043,1013,1030
1,5,8,Khotehang Gaunpalika,7,Ward - 7,430,1624,787,837
1,5,8,Khotehang Gaunpalika,8,Ward - 8,621,2469,1147,1322
1,5,8,Khotehang Gaunpalika,9,Ward - 9,590,2561,1285,1276
1,5,9,Jante Dhunga Gaunpalika,1,Ward - 1,378,1800,897,903
1,5,9,Jante Dhunga Gaunpalika,2,Ward - 2,407,1860,948,912
1,5,9,Jante Dhunga Gaunpalika,3,Ward - 3,334,1320,623,697
1,5,9,Jante Dhunga Gaunpalika,4,Ward - 4,448,1993,998,995
1,5,9,Jante Dhunga Gaunpalika,5,Ward - 5,848,3676,1779,1897
1,5,9,Jante Dhunga Gaunpalika,6,Ward - 6,332,1367,665,702
1,5,10,Baraha Pokhari Gaunpalika,1,Ward - 1,632,2925,1477,1448
1,5,10,Baraha Pokhari Gaunpalika,2,Ward - 2,433,1879,903,976
1,5,10,Baraha Pokhari Gaunpalika,3,Ward - 3,404,1643,815,828
1,5,10,Baraha Pokhari Gaunpalika,4,Ward - 4,436,1878,912,966
1,5,10,Baraha Pokhari Gaunpalika,5,Ward - 5,412,1954,994,960
1,5,10,Baraha Pokhari Gaunpalika,6,Ward - 6,251,1118,569,549
1,6,1,Shadananda Municipality,1,Ward - 1,844,3278,1640,1638
1,6,1,Shadananda Municipality,2,Ward - 2,525,2093,1083,1010
1,6,1,Shadananda Municipality,3,Ward - 3,343,1404,697,707
1,6,1,Shadananda Municipality,4,Ward - 4,515,2070,1030,1040
1,6,1,Shadananda Municipality,5,Ward - 5,504,2109,1044,1065
1,6,1,Shadananda Municipality,6,Ward - 6,531,2021,987,1034
1,6,1,Shadananda Municipality,7,Ward - 7,486,2026,1020,1006
1,6,1,Shadananda Municipality,8,Ward - 8,564,2370,1170,1200
1,6,1,Shadananda Municipality,9,Ward - 9,336,1310,659,651
1,6,1,Shadananda Municipality,10,Ward - 10,740,2864,1410,1454
1,6,1,Shadananda Municipality,11,Ward - 11,604,2450,1196,1254
1,6,1,Shadananda Municipality,12,Ward - 12,570,2379,1183,1196
1,6,1,Shadananda Municipality,13,Ward - 13,355,1315,634,681
